pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	group_pk	mean	auc_end	kel	se	individual_pk	value	sd	cv	median	max	min
606	218	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	paraxanthine	concentration	mg/l	/media/data/Benowitz1995_Fig1.png	191.0	[0.0, 0.3, 0.49, 0.56, 0.7, 0.81, 0.99, 1.29]	135.125		[0.0, 0.0134164078649987, 0.00894427190999916, 0.0581377674149945, 0.084970583144992, 0.0939148550549912, 0.129691942694988, 0.192301846064982]			[0.0, 0.03, 0.02, 0.13, 0.19, 0.21, 0.29, 0.43]	[None, 0.1, 0.0408163265306122, 0.232142857142857, 0.271428571428571, 0.259259259259259, 0.292929292929293, 0.333333333333333]			
608	218	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	paraxanthine/caffeine	ratio	-	/media/data/Benowitz1995_Fig1.png	191.0	[None, 0.1, 0.18, 0.21, 0.21, 0.26, 0.34, 0.5]		-0.00922667240043783	[None, 0.0178885438199983, 0.0223606797749979, 0.0357770876399966, 0.0313049516849971, 0.0357770876399966, 0.053665631459995, 0.084970583144992]			[None, 0.04, 0.05, 0.08, 0.07, 0.08, 0.12, 0.19]	[None, 0.4, 0.277777777777778, 0.380952380952381, 0.333333333333333, 0.307692307692308, 0.352941176470588, 0.38]			
610	219	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	caffeine	concentration	mg/l	/media/data/Benowitz1995_Fig1.png	192.0	[0.0, 6.73, 7.1, 7.26, 7.48, 6.91, 6.65, 5.82]	1109.6750000000002	0.0019523668977841555	[0.0, 0.241897262725905, 0.143626499743506, 0.13228756555323, 0.151185789203691, 0.181422947044429, 0.143626499743506, 0.234337973265721]			[0.0, 0.64, 0.38, 0.35, 0.4, 0.48, 0.38, 0.62]	[None, 0.0950965824665676, 0.0535211267605634, 0.0482093663911846, 0.053475935828877, 0.0694645441389291, 0.0571428571428571, 0.106529209621993]			
746	354	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 6.0, 8.0, 10.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Perera2011_Fig1.png	243.0	[0.0, 1.729, 1.938, 1.874, 1.763, 1.417, 1.097, 0.87, 0.7, 0.165]	18.49725	0.10790601332916391	[0.0, 0.203570217206087, 0.208682294409468, 0.198458140002705, 0.203570217206087, 0.216532984400376, 0.203570217206087, 0.201014178604396, 0.193346062799324, 0.213976945798685]			[0.0, 1.115, 1.143, 1.087, 1.115, 1.186, 1.115, 1.101, 1.059, 1.172]	[None, 0.644881434355119, 0.589783281733746, 0.580042689434365, 0.632444696539989, 0.836979534227241, 1.01640838650866, 1.26551724137931, 1.51285714285714, 7.1030303030303]			
612	219	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	paraxanthine	concentration	mg/l	/media/data/Benowitz1995_Fig1.png	192.0	[0.0, 0.41, 0.49, 0.54, 0.78, 0.96, 1.0, 1.29]	142.0		[0.0, 0.041576092031015, 0.0226778683805536, 0.0529150262212918, 0.041576092031015, 0.041576092031015, 0.109609697172676, 0.13228756555323]			[0.0, 0.11, 0.06, 0.14, 0.11, 0.11, 0.29, 0.35]	[None, 0.268292682926829, 0.122448979591837, 0.259259259259259, 0.141025641025641, 0.114583333333333, 0.29, 0.271317829457364]			
614	219	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	paraxanthine/caffeine	ratio	-	/media/data/Benowitz1995_Fig1.png	192.0	[None, 0.06, 0.07, 0.07, 0.1, 0.14, 0.15, 0.22]		-0.008961977855722008	[None, 0.00755928946018454, 0.00377964473009227, 0.00755928946018454, 0.00755928946018454, 0.00755928946018454, 0.0151185789203691, 0.0226778683805536]			[None, 0.02, 0.01, 0.02, 0.02, 0.02, 0.04, 0.06]	[None, 0.333333333333333, 0.142857142857143, 0.285714285714286, 0.2, 0.142857142857143, 0.266666666666667, 0.272727272727273]			
616	220	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	paraxanthine	concentration	mg/l	/media/data/Benowitz1995_Fig1.png	191.0	[0.0, 1.27, 1.78, 1.71, 1.84, 1.94, 2.74, 2.83]	361.475		[0.0, 0.21466252583998, 0.241495341569977, 0.165469030334984, 0.187829710109982, 0.152052622469986, 0.156524758424985, 0.152052622469986]			[0.0, 0.48, 0.54, 0.37, 0.42, 0.34, 0.35, 0.34]	[None, 0.377952755905512, 0.303370786516854, 0.216374269005848, 0.228260869565217, 0.175257731958763, 0.127737226277372, 0.120141342756184]			
618	221	plasma	h	[0.0, 30.0, 40.0, 60.0, 75.0, 90.0, 120.0, 180.0]	paraxanthine	concentration	mg/l	/media/data/Benowitz1995_Fig1.png	192.0	[0.0, 3.96, 4.2, 4.68, 5.15, 5.22, 5.56, 5.15]	823.5		[0.0, 0.521590972752733, 0.442218433420796, 0.362845894088858, 0.253236196916182, 0.211660104885167, 0.0793725393319377, 0.222999039075444]			[0.0, 1.38, 1.17, 0.96, 0.67, 0.56, 0.21, 0.59]	[None, 0.348484848484848, 0.278571428571429, 0.205128205128205, 0.130097087378641, 0.10727969348659, 0.0377697841726619, 0.114563106796116]			
620	223	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	193.0	[0.01, 1.58, 4.43, 3.85, 3.16, 1.83, 1.04, 0.58, 0.38, 0.23, 0.17]	11.4475	0.49964880542148854	[0.0144337567297406, 0.193412340178525, 0.190525588832577, 0.150111069989303, 0.089489291724392, 0.0866025403784439, 0.0577350269189626, 0.0288675134594813, 0.0173205080756888, 0.0202072594216369, 0.0202072594216369]			[0.05, 0.67, 0.66, 0.52, 0.31, 0.3, 0.2, 0.1, 0.06, 0.07, 0.07]	[5.0, 0.424050632911392, 0.148984198645598, 0.135064935064935, 0.0981012658227848, 0.163934426229508, 0.192307692307692, 0.172413793103448, 0.157894736842105, 0.304347826086957, 0.411764705882353]			
620	225	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	193.0	[0.01, 1.58, 4.43, 3.85, 3.16, 1.83, 1.04, 0.58, 0.38, 0.23, 0.17]	11.4475	0.49964880542148854	[0.0144337567297406, 0.193412340178525, 0.190525588832577, 0.150111069989303, 0.089489291724392, 0.0866025403784439, 0.0577350269189626, 0.0288675134594813, 0.0173205080756888, 0.0202072594216369, 0.0202072594216369]			[0.05, 0.67, 0.66, 0.52, 0.31, 0.3, 0.2, 0.1, 0.06, 0.07, 0.07]	[5.0, 0.424050632911392, 0.148984198645598, 0.135064935064935, 0.0981012658227848, 0.163934426229508, 0.192307692307692, 0.172413793103448, 0.157894736842105, 0.304347826086957, 0.411764705882353]			
620	226	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	193.0	[0.01, 1.58, 4.43, 3.85, 3.16, 1.83, 1.04, 0.58, 0.38, 0.23, 0.17]	11.4475	0.49964880542148854	[0.0144337567297406, 0.193412340178525, 0.190525588832577, 0.150111069989303, 0.089489291724392, 0.0866025403784439, 0.0577350269189626, 0.0288675134594813, 0.0173205080756888, 0.0202072594216369, 0.0202072594216369]			[0.05, 0.67, 0.66, 0.52, 0.31, 0.3, 0.2, 0.1, 0.06, 0.07, 0.07]	[5.0, 0.424050632911392, 0.148984198645598, 0.135064935064935, 0.0981012658227848, 0.163934426229508, 0.192307692307692, 0.172413793103448, 0.157894736842105, 0.304347826086957, 0.411764705882353]			
622	223	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	193.0	[0.01, 1.61, 3.49, 2.96, 2.36, 1.66, 0.96, 0.52, 0.29, 0.2, 0.18]	9.522499999999999	0.46943184863179893	[0.0202072594216369, 0.242487113059643, 0.199185842870421, 0.141450815951458, 0.066395280956807, 0.0577350269189626, 0.0519615242270663, 0.0346410161513775, 0.023094010767585, 0.0259807621135332, 0.023094010767585]			[0.07, 0.84, 0.69, 0.49, 0.23, 0.2, 0.18, 0.12, 0.08, 0.09, 0.08]	[7.0, 0.521739130434783, 0.197707736389685, 0.165540540540541, 0.0974576271186441, 0.120481927710843, 0.1875, 0.230769230769231, 0.275862068965517, 0.45, 0.444444444444444]			
622	224	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	193.0	[0.01, 1.61, 3.49, 2.96, 2.36, 1.66, 0.96, 0.52, 0.29, 0.2, 0.18]	9.522499999999999	0.46943184863179893	[0.0202072594216369, 0.242487113059643, 0.199185842870421, 0.141450815951458, 0.066395280956807, 0.0577350269189626, 0.0519615242270663, 0.0346410161513775, 0.023094010767585, 0.0259807621135332, 0.023094010767585]			[0.07, 0.84, 0.69, 0.49, 0.23, 0.2, 0.18, 0.12, 0.08, 0.09, 0.08]	[7.0, 0.521739130434783, 0.197707736389685, 0.165540540540541, 0.0974576271186441, 0.120481927710843, 0.1875, 0.230769230769231, 0.275862068965517, 0.45, 0.444444444444444]			
624	223	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	193.0	[0.02, 2.35, 4.74, 3.96, 3.15, 1.65, 0.8, 0.43, 0.22, 0.19, 0.14]	11.2525	0.5466150129935001	[0.0202072594216369, 0.202072594216369, 0.132790561913614, 0.141450815951458, 0.127017059221718, 0.0779422863405995, 0.0808290376865476, 0.0750555349946514, 0.0606217782649107, 0.0259807621135332, 0.0288675134594813]			[0.07, 0.7, 0.46, 0.49, 0.44, 0.27, 0.28, 0.26, 0.21, 0.09, 0.1]	[3.5, 0.297872340425532, 0.0970464135021097, 0.123737373737374, 0.13968253968254, 0.163636363636364, 0.35, 0.604651162790698, 0.954545454545454, 0.473684210526316, 0.714285714285714]			
624	225	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	193.0	[0.02, 2.35, 4.74, 3.96, 3.15, 1.65, 0.8, 0.43, 0.22, 0.19, 0.14]	11.2525	0.5466150129935001	[0.0202072594216369, 0.202072594216369, 0.132790561913614, 0.141450815951458, 0.127017059221718, 0.0779422863405995, 0.0808290376865476, 0.0750555349946514, 0.0606217782649107, 0.0259807621135332, 0.0288675134594813]			[0.07, 0.7, 0.46, 0.49, 0.44, 0.27, 0.28, 0.26, 0.21, 0.09, 0.1]	[3.5, 0.297872340425532, 0.0970464135021097, 0.123737373737374, 0.13968253968254, 0.163636363636364, 0.35, 0.604651162790698, 0.954545454545454, 0.473684210526316, 0.714285714285714]			
626	223	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	193.0	[0.07, 2.17, 3.91, 3.87, 2.81, 2.17, 1.53, 0.87]	25.28	0.14177535149071283	[0.0, 0.424352447854375, 0.386824680357049, 0.314655896708346, 0.369504172281361, 0.164544826719043, 0.18475208614068, 0.18475208614068]			[0.0, 1.47, 1.34, 1.09, 1.28, 0.57, 0.64, 0.64]	[0.0, 0.67741935483871, 0.342710997442455, 0.281653746770026, 0.455516014234875, 0.262672811059908, 0.418300653594771, 0.735632183908046]			
626	225	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	193.0	[0.07, 2.17, 3.91, 3.87, 2.81, 2.17, 1.53, 0.87]	25.28	0.14177535149071283	[0.0, 0.424352447854375, 0.386824680357049, 0.314655896708346, 0.369504172281361, 0.164544826719043, 0.18475208614068, 0.18475208614068]			[0.0, 1.47, 1.34, 1.09, 1.28, 0.57, 0.64, 0.64]	[0.0, 0.67741935483871, 0.342710997442455, 0.281653746770026, 0.455516014234875, 0.262672811059908, 0.418300653594771, 0.735632183908046]			
626	226	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	193.0	[0.07, 2.17, 3.91, 3.87, 2.81, 2.17, 1.53, 0.87]	25.28	0.14177535149071283	[0.0, 0.424352447854375, 0.386824680357049, 0.314655896708346, 0.369504172281361, 0.164544826719043, 0.18475208614068, 0.18475208614068]			[0.0, 1.47, 1.34, 1.09, 1.28, 0.57, 0.64, 0.64]	[0.0, 0.67741935483871, 0.342710997442455, 0.281653746770026, 0.455516014234875, 0.262672811059908, 0.418300653594771, 0.735632183908046]			
628	223	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	193.0	[0.11, 1.64, 3.11, 3.61, 2.35, 1.61, 1.01, 0.5]	19.544999999999998	0.1757086369106109	[0.0, 0.571576766497729, 0.349296912859724, 0.239600361713695, 0.239600361713695, 0.202072594216369, 0.167431578064991, 0.147224318643355]			[0.0, 1.98, 1.21, 0.83, 0.83, 0.7, 0.58, 0.51]	[0.0, 1.20731707317073, 0.389067524115756, 0.229916897506925, 0.353191489361702, 0.434782608695652, 0.574257425742574, 1.02]			
628	224	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	193.0	[0.11, 1.64, 3.11, 3.61, 2.35, 1.61, 1.01, 0.5]	19.544999999999998	0.1757086369106109	[0.0, 0.571576766497729, 0.349296912859724, 0.239600361713695, 0.239600361713695, 0.202072594216369, 0.167431578064991, 0.147224318643355]			[0.0, 1.98, 1.21, 0.83, 0.83, 0.7, 0.58, 0.51]	[0.0, 1.20731707317073, 0.389067524115756, 0.229916897506925, 0.353191489361702, 0.434782608695652, 0.574257425742574, 1.02]			
630	223	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	193.0	[0.07, 1.47, 3.15, 3.88, 2.85, 2.17, 1.49, 0.89]	24.369999999999997	0.13272440286270362	[0.0, 0.202072594216369, 0.314655896708346, 0.239600361713695, 0.222279853638006, 0.18475208614068, 0.222279853638006, 0.147224318643355]			[0.0, 0.7, 1.09, 0.83, 0.77, 0.64, 0.77, 0.51]	[0.0, 0.476190476190476, 0.346031746031746, 0.213917525773196, 0.270175438596491, 0.294930875576037, 0.516778523489933, 0.573033707865168]			
630	225	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	193.0	[0.07, 1.47, 3.15, 3.88, 2.85, 2.17, 1.49, 0.89]	24.369999999999997	0.13272440286270362	[0.0, 0.202072594216369, 0.314655896708346, 0.239600361713695, 0.222279853638006, 0.18475208614068, 0.222279853638006, 0.147224318643355]			[0.0, 0.7, 1.09, 0.83, 0.77, 0.64, 0.77, 0.51]	[0.0, 0.476190476190476, 0.346031746031746, 0.213917525773196, 0.270175438596491, 0.294930875576037, 0.516778523489933, 0.573033707865168]			
632	227	plasma	h	[0.0, 0.5, 0.75, 1.0, 2.0, 3.0, 4.0, 6.0, 9.0, 12.0, 15.0]	caffeine	concentration	µg/ml	/media/data/Blanchard1983a_Fig2.png	194.0	[7.17, 9.19, 8.27, 7.96, 6.91, 6.07, 5.43, 4.06, 2.83, 1.84, 1.27]	59.47125	0.13147422016037738	[0.167600715988924, 0.986630629972534, 0.445881150083741, 0.335201431977848, 0.423745206462563, 0.360499653259195, 0.426907484122731, 0.420582928802394, 0.366824208579532, 0.328876876657511, 0.300416377715996]			[0.53, 3.12, 1.41, 1.06, 1.34, 1.14, 1.35, 1.33, 1.16, 1.04, 0.95]	[0.0739191073919107, 0.339499455930359, 0.17049576783555, 0.133165829145729, 0.193921852387844, 0.187808896210873, 0.248618784530387, 0.327586206896552, 0.409893992932862, 0.565217391304348, 0.748031496062992]			
634	228	plasma	h	[-0.4, -0.3, -0.2, -0.1, 0.0, 0.05, 0.25, 0.5, 0.75, 1.0, 2.0, 3.0, 4.0, 6.0, 9.0, 12.0, 15.0]	caffeine	concentration	µg/ml	/media/data/Blanchard1983a_Fig2.png	194.0	[2.1, 3.85, 5.74, 7.05, 7.96, 9.61, 8.91, 7.46, 6.95, 6.75, 6.05, 5.42, 4.83, 3.78, 2.41, 1.77, 1.26]	55.98825	0.12588331057468177	[0.439556594763405, 0.667240586295528, 0.803218525682768, 0.708350195877717, 0.831679024624284, 1.05620073849624, 1.04671390551573, 0.360499653259195, 0.294091822395659, 0.360499653259195, 0.385797874540542, 0.395284707521047, 0.588183644791319, 0.411096095821889, 0.480666204345594, 0.341525987298185, 0.309903210696501]			[1.39, 2.11, 2.54, 2.24, 2.63, 3.34, 3.31, 1.14, 0.93, 1.14, 1.22, 1.25, 1.86, 1.3, 1.52, 1.08, 0.98]	[0.661904761904762, 0.548051948051948, 0.442508710801394, 0.317730496453901, 0.330402010050251, 0.347554630593132, 0.371492704826038, 0.152815013404826, 0.133812949640288, 0.168888888888889, 0.201652892561983, 0.230627306273063, 0.385093167701863, 0.343915343915344, 0.630705394190871, 0.610169491525424, 0.777777777777778]			
635	232	plasma	min	[10.5, 11.0, 27.7, 60.6, 118.4, 267.1, 448.8, 647.0, 820.4, 1460.2]	caffeine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			4486.501	0.0021682332885962293		806.0	[1.98, 7.39, 9.46, 7.59, 6.26, 6.24, 4.01, 2.8, 1.9, 0.35]					
636	232	plasma	min	[10.4, 23.3, 39.8, 76.7, 290.3, 458.6, 651.5, 721.3, 1456.1]	caffeine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			4460.851000000001	0.0027032141883333786		807.0	[1.85, 7.79, 8.95, 8.7, 6.57, 3.47, 2.16, 1.88, 0.23]					
637	232	plasma	min	[22.6, 28.6, 49.6, 74.3, 123.6, 292.2, 469.1, 658.3, 736.4, 1472.4]	caffeine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			4839.7515	0.0016996957748807754		808.0	[1.32, 5.94, 8.47, 8.01, 7.16, 5.55, 4.18, 3.07, 2.66, 0.73]					
638	232	plasma	min	[20.0, 21.1, 38.2, 71.0, 124.2, 279.8, 460.1, 640.2, 730.3, 1454.9]	caffeine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			5784.874000000001	0.0012200700349720725		809.0	[0.74, 3.16, 7.39, 7.58, 6.97, 5.88, 5.23, 4.18, 3.73, 1.39]					
639	232	plasma	min	[17.6, 17.9, 26.4, 51.4, 121.8, 270.8, 452.7, 630.3, 820.4, 1460.5]	paraxanthine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			2417.3015	0.0014141218602198213		806.0	[0.14, 0.29, 0.49, 0.72, 1.05, 2.03, 2.2, 2.13, 2.18, 0.72]					
640	232	plasma	min	[63.6, 138.0, 286.1, 450.2, 647.5, 717.1]	paraxanthine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			2012.6920000000005	0.0015035702545323456		807.0	[1.33, 3.13, 4.46, 2.63, 2.93, 1.51]					
641	232	plasma	min	[125.6, 282.7, 468.3, 657.9, 727.6]	paraxanthine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			1244.308			808.0	[1.35, 1.97, 2.29, 2.4, 1.72]					
642	232	plasma	min	[30.6, 39.7, 72.6, 138.4, 257.7, 466.9, 639.1, 729.3, 1442.1]	paraxanthine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			1222.3355			809.0	[0.1, 0.29, 0.32, 0.44, 0.73, 0.98, 1.06, 1.12, 0.74]					
643	232	plasma	min	[33.6, 21.4, 67.1, 121.1, 266.0, 443.8, 625.6, 819.8, 1451.8]	theophylline	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			519.8605	0.0005102467639503137		806.0	[0.04, 0.06, 0.1, 0.18, 0.35, 0.46, 0.45, 0.43, 0.3]					
644	232	plasma	min	[25.8, 34.1, 63.0, 83.4, 124.7, 281.1, 453.5, 642.5, 720.6]	theophylline	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			249.25500000000005	0.0005757475700869219		807.0	[0.15, 0.2, 0.25, 0.21, 0.33, 0.52, 0.34, 0.31, 0.29]					
645	232	plasma	min	[66.1, 135.9, 288.6, 461.6, 647.4, 725.7, 1462.7]	theophylline	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			420.8105	0.0006079032870108009		808.0	[0.29, 0.25, 0.31, 0.29, 0.37, 0.36, 0.23]					
646	232	plasma	min	[50.4, 75.3, 141.2, 277.0, 461.7, 646.3, 727.9, 1449.6]	theophylline	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			326.62350000000004	-0.000539649115646007		809.0	[0.04, 0.06, 0.09, 0.18, 0.26, 0.31, 0.21, 0.31]					
647	232	plasma	min	[17.3, 13.4, 54.8, 116.8, 257.4, 447.7, 633.7, 811.2, 1451.5]	theobromine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			295.0105	0.0007489818526657603		806.0	[0.06, 0.11, 0.12, 0.13, 0.18, 0.3, 0.33, 0.21, 0.13]					
648	232	plasma	min	[46.7, 79.6, 129.1, 293.2, 466.0, 638.5, 724.9]	theobromine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			307.5655	-0.0006313742564541564		807.0	[0.37, 0.36, 0.58, 0.35, 0.5, 0.45, 0.49]					
649	232	plasma	min	[54.2, 115.8, 293.1, 453.8, 647.6, 717.7, 1458.9]	theobromine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			546.837	0.0005927774686776118		808.0	[0.44, 0.38, 0.4, 0.4, 0.45, 0.45, 0.29]					
650	232	plasma	min	[34.2, 67.4, 133.2, 285.0, 461.5, 637.8, 740.4, 1453.3]	theobromine	concentration	µg/ml	/media/data/Bonati1982_Fig1.png			284.954			809.0	[0.06, 0.08, 0.11, 0.15, 0.19, 0.23, 0.27, 0.19]					
651	235	plasma	h	[0.0, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Carbo1989_Fig1.png	200.0	[0.0, 6.97, 6.02, 4.51, 4.2, 2.8, 2.06, 1.37, 1.22, 0.79, 0.01]	43.49	0.2698301412414067	[0.1, 0.49, 0.33, 0.42, 0.55, 0.74, 0.69, 0.54, 0.54, 0.53, 0.05]							
652	235	plasma	h	[0.0, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Carbo1989_Fig1.png	200.0	[0.0, 5.96, 7.74, 5.99, 5.5, 4.98, 3.0, 2.67, 1.85, 1.51, 1.15]	67.75	0.08597147698842653	[0.12, 0.86, 0.97, 0.77, 0.69, 1.39, 0.76, 0.89, 0.83, 0.66, 0.48]							
652	236	plasma	h	[0.0, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Carbo1989_Fig1.png	200.0	[0.0, 5.96, 7.74, 5.99, 5.5, 4.98, 3.0, 2.67, 1.85, 1.51, 1.15]	67.75	0.08597147698842653	[0.12, 0.86, 0.97, 0.77, 0.69, 1.39, 0.76, 0.89, 0.83, 0.66, 0.48]							
653	235	plasma	h	[0.0, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Carbo1989_Fig1.png	200.0	[0.02, 6.55, 7.17, 7.3, 6.95, 5.06, 5.71, 4.48, 3.87, 3.54, 2.04]	101.13499999999999	0.0587307255312537	[0.04, 0.21, 0.57, 0.78, 1.16, 1.5, 0.98, 0.93, 1.1, 1.06, 0.72]							
653	237	plasma	h	[0.0, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0, 24.0]	caffeine	concentration	µg/ml	/media/data/Carbo1989_Fig1.png	200.0	[0.02, 6.55, 7.17, 7.3, 6.95, 5.06, 5.71, 4.48, 3.87, 3.54, 2.04]	101.13499999999999	0.0587307255312537	[0.04, 0.21, 0.57, 0.78, 1.16, 1.5, 0.98, 0.93, 1.1, 1.06, 0.72]							
1089	394	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]	glucose	concentration	mg/dl	/media/data/Firth1986_Fig1.png	295.0	[188.92, 186.34, 184.99, 183.62, 212.64, 231.92, 252.42, 260.73, 263.94, 258.62, 241.92, 203.28, 169.52, 147.92, 131.23]	92525.675	0.0024045054345649113	[12.18, 13.39, 14.59, 13.38, 9.76, 14.62, 10.97, 14.62, 17.07, 15.85, 14.64, 15.84, 14.61, 12.2, 13.41]							
655	238	plasma	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png	204.0	[9.48, 8.28, 6.79, 5.82, 4.07, 2.97, 2.03, 0.25, 0.12, None]			[0.608111831820431, 0.703571247280615, 0.350017856687341, 0.254558441227157, 0.449012806053458, 0.33587572106361, 0.314662517628014, 0.0707106781186548, 0.0106066017177982, None]			[1.72, 1.99, 0.99, 0.72, 1.27, 0.95, 0.89, 0.2, 0.03, None]	[0.181434599156118, 0.240338164251208, 0.14580265095729, 0.123711340206186, 0.312039312039312, 0.31986531986532, 0.438423645320197, 0.8, 0.25, None]			
657	238	plasma	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png	205.0	[8.39, 6.36, 6.09, 4.5, 2.92, 1.99, 0.79, 0.14, None, None]			[0.85, 0.815, 0.805, 0.985, 0.845, 0.695, 0.155, 0.025, None, None]			[1.7, 1.63, 1.61, 1.97, 1.69, 1.39, 0.31, 0.05, None, None]	[0.202622169249106, 0.256289308176101, 0.264367816091954, 0.437777777777778, 0.578767123287671, 0.698492462311558, 0.392405063291139, 0.357142857142857, None, None]			
659	238	plasma	h	[1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 24.0, 32.0, 48.0]	caffeine	concentration	µmol/l	/media/data/Carrillo2000a_Fig1.png	206.0	[13.07, 11.63, 10.28, 9.03, 7.37, 5.86, 4.67, 1.17, 0.84, 0.4]	131.95999999999998	0.07640191486613758	[0.620537401505072, 0.653197264742181, 0.706269542502483, 0.661362230551458, 0.555217675030854, 0.591960021172601, 0.587877538267963, 0.29802125203862, 0.244948974278318, 0.0816496580927726]			[1.52, 1.6, 1.73, 1.62, 1.36, 1.45, 1.44, 0.73, 0.6, 0.2]	[0.116296863045142, 0.137575236457438, 0.168287937743191, 0.179401993355482, 0.184531886024423, 0.247440273037543, 0.308351177730193, 0.623931623931624, 0.714285714285714, 0.5]			
